command,mean,stddev,median,user,system,min,max
./main < ./7200.txt,0.009054977911111114,0.0035726424640196695,0.0108585168,0.006821513131313126,0.002462881818181819,0.00035895730000000056,0.0115128613
./main < ./92.txt,0.0053324065005563295,0.00186214852461146,0.006039138300000001,0.0031936573574408897,0.0024263078998609184,0,0.007109641300000001
./main < ./840.txt,0.005700523256183743,0.002065559367009877,0.0065273753,0.0036433086925795038,0.002381517667844522,0,0.007611673300000001
./main < ./510000.txt,0.141451696,0.0010592218370388763,0.14130976430000003,0.13524650999999993,0.0062554066,0.13960759930000002,0.1444463963
./main < ./65.txt,0.004980188659248961,0.0021872065973026337,0.0060148593000000005,0.0031607161057023688,0.0021209858692628663,0,0.0070846363000000015
./main < ./62000.txt,0.013880371098701294,0.0006784186992656135,0.0134855788,0.01340089116883117,0.0009893451948051945,0.013166817300000001,0.0165396093
./main < ./710.txt,0.005525737929624475,0.00215000878236684,0.0064487023,0.0034843838664812272,0.0024041792767732955,0,0.007492143300000001
./main < ./80.txt,0.0056147193959044375,0.001510441477642412,0.006039843300000001,0.00365248914675768,0.0022580233447098974,0,0.0069767803000000015
./main < ./42.txt,0.005539488054647891,0.001606121187190044,0.0060192803,0.0033822041690140833,0.0024124863661971834,0,0.0070494703
./main < ./160.txt,0.0057237605701694946,0.0014178119677809033,0.0060949983000000004,0.00375778888135593,0.0022215187118644064,0,0.006894938300000001
./main < ./330.txt,0.005625710991349481,0.0017096479830439706,0.0062094173000000015,0.0036635916955017308,0.00226469294117647,0,0.0071727733
./main < ./9100.txt,0.009792314344692738,0.004315379905912219,0.0125020523,0.007782152625698324,0.002292074189944134,0.0008473133000000002,0.0136375873
./main < ./990000.txt,0.3180751168799999,0.0015140100784124034,0.3178701463,0.30727433,0.010661540600000003,0.3153709063,0.3232368653
./main < ./7700.txt,0.009376987599200004,0.0038471160781199864,0.011501256299999998,0.0074259701120000035,0.0022117992320000016,0.0005374393000000003,0.0131113733
./main < ./75.txt,0.005656752782593858,0.0014828446355893113,0.006039514300000001,0.003655356860068259,0.0023146792491467584,0,0.007091647300000001
./main < ./63000.txt,0.013794968605084737,0.0011665797608399744,0.013307769300000001,0.013245085423728814,0.0010384421468926553,0.0126920113,0.0176088743
./main < ./84000.txt,0.01888248600866141,0.0006092078906216662,0.0187877513,0.017890126929133856,0.0014073453543307088,0.0186034893,0.0254405213
./main < ./39.txt,0.004926221644506258,0.0021799793849061094,0.005997829300000001,0.003094739415855353,0.002174865980528511,0,0.007076822300000001
./main < ./3200.txt,0.007060189142916664,0.002614046945869621,0.0081831518,0.004918328333333337,0.002378337916666666,0,0.0095177293
./main < ./490.txt,0.005676168511805555,0.0018540793695245698,0.0062987498000000005,0.003603407638888889,0.002386337291666666,0,0.0074594683
./main < ./480.txt,0.005929864460278744,0.001498774681183136,0.0063260223,0.003517069965156794,0.0026959600696864093,0,0.007399257300000001
./main < ./7600.txt,0.008126938476165807,0.004455532014824875,0.011387825300000001,0.006317664455958552,0.0021442946113989633,0.0005185683000000002,0.012298867299999999
./main < ./59.txt,0.005340650876495728,0.001820178407009016,0.006015456800000001,0.0033634585470085484,0.002271604316239316,0,0.006977245300000001
./main < ./970.txt,0.005753552136530325,0.0020965695036278572,0.0066019303,0.0038115195486600794,0.0023012306629055022,0,0.0077516763
./main < ./520000.txt,0.13441434996000004,0.0011411388160493486,0.1345216123,0.12878031,0.005693096,0.1324228563,0.13892030430000002
./main < ./100.txt,0.005374367513351881,0.001857546233312374,0.006054314300000001,0.0033576328789986167,0.0023101498748261465,0,0.007143192300000001
./main < ./95.txt,0.00522418852072323,0.002028641294499281,0.0060291993,0.003227692239221138,0.0023233363004172454,0,0.007107881300000001
./main < ./990.txt,0.005605692515412185,0.0022950106205571826,0.006622768300000001,0.003970812903225806,0.0020333371326164877,0,0.0078570393
./main < ./910.txt,0.005529990633214285,0.0022700647957480343,0.006574313800000001,0.0038348528571428573,0.0020458284999999997,0,0.007639291300000001
./main < ./43.txt,0.005190109337755106,0.0019768477147770573,0.0060111473,0.003555423265306123,0.001970081156462585,0,0.0071348463
./main < ./45000.txt,0.012143011713407816,0.0026759772363085126,0.011996348300000001,0.011500096312849165,0.0011164483798882685,0.008714875300000001,0.0177097653
./main < ./52.txt,0.005395577749374138,0.0017729320886105434,0.0060218303,0.003317585479833099,0.002363069847009735,0,0.0070329223
./main < ./190000.txt,0.046045388000000013,0.00038806323755905854,0.045972274800000004,0.04448245,0.0019668781999999997,0.04523696530000001,0.047556792300000005
./main < ./690000.txt,0.20550392376999999,0.0014533668671088626,0.2052485778,0.19855505999999995,0.006921973599999997,0.2032211643,0.2090181973
./main < ./670000.txt,0.19855398255,0.0013027696239921046,0.1982167448,0.19122221000000003,0.007296912399999999,0.19589304030000002,0.2018909093
./main < ./61.txt,0.004857013414186369,0.002226626024669276,0.006008490300000001,0.003104673157162726,0.0020725667315716245,0,0.0068345263
./main < ./850.txt,0.006203649181560283,0.0014342575227789852,0.006548190800000001,0.004023944539007094,0.0025003770212765975,0,0.007786652300000001
./main < ./8100.txt,0.010058658859139777,0.0034994247005045312,0.0117854168,0.008069846021505372,0.0022396501075268816,0.0006454952999999999,0.012153855299999999
./main < ./2400.txt,0.006759286806536854,0.0022760020013352336,0.0076459923,0.004833959888734351,0.002193128984700975,0,0.0087717813
./main < ./480000.txt,0.1296397608400001,0.0012311954732820488,0.1295516053,0.12391147,0.005776315999999999,0.12731883530000002,0.1343238183
./main < ./6500.txt,0.007879854569817074,0.0041466230487816865,0.0106365168,0.0061077412195121965,0.0021233291158536606,0.0002847813000000001,0.012347659300000001
./main < ./8200.txt,0.00952548930537635,0.003987904362213068,0.0118632548,0.00737639010752688,0.002390062795698923,0.0007112603000000006,0.013512084300000001
./main < ./90000.txt,0.020182465592682934,0.0001153171105726798,0.020172292300000002,0.019360096585365846,0.0012876216260162597,0.0199632603,0.020555169300000002
./main < ./14.txt,0.005023744925730177,0.002086150042997563,0.0059798763,0.003231579248956886,0.002110988372739915,0,0.0070270523
./main < ./1200.txt,0.005896882734909095,0.0021568385914700087,0.006779101300000001,0.004106984,0.0021049734545454555,0,0.007693199300000001
./main < ./79.txt,0.005586673789800997,0.0015084063871081738,0.0060399153,0.003474133830845776,0.0023848613930348233,0,0.0070633953000000015
./main < ./360.txt,0.005407138953793105,0.001984366157892576,0.0062095563,0.0032670562758620697,0.0024012771034482767,0,0.0072898533
./main < ./3800.txt,0.007540727106034482,0.0025951649346251824,0.008531085300000001,0.005356947758620689,0.0024098055172413796,0,0.0097798053
./main < ./900000.txt,0.28409553539,0.0018176795855954094,0.28410983479999996,0.27500485999999996,0.009000291799999999,0.2811978233,0.2943807483
./main < ./340.txt,0.005235845571488182,0.0021480218717405556,0.006198301300000001,0.003243923504867871,0.002314825897079279,0,0.0073239013
